,date,match_id,inning,batting_team,bowling_team,toss_winner,toss_decision,super_over,winner,win_by_runs,win_by_wickets,player_of_the_match,ball_over,ball_result,bowler,batsman,batsman_runs,extra_runs,total_runs
1335,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,16.2,0,Sompal Kami,Sumit Maharjan,0,0,0
1336,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,16.3,1,Sompal Kami,Sumit Maharjan,1,0,1
1337,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,16.4,4,Sompal Kami,Karan KC,4,0,4
1338,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,16.5,2,Sompal Kami,Karan KC,2,0,2
1339,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,16.6,6,Sompal Kami,Karan KC,6,0,6
1340,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,17.1,1w,Nandan Yadav,Sumit Maharjan,0,1,1
1341,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,17.1,4,Nandan Yadav,Sumit Maharjan,4,0,4
1342,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,17.2,1,Nandan Yadav,Sumit Maharjan,1,0,1
1343,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,17.3,6,Nandan Yadav,Karan KC,6,0,6
1344,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,17.4,1,Nandan Yadav,Karan KC,1,0,1
1345,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,17.5,1,Nandan Yadav,Sumit Maharjan,1,0,1
1346,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,17.6,2,Nandan Yadav,Karan KC,2,0,2
1347,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,18.1,1,Sompal Kami,Sumit Maharjan,1,0,1
1348,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,18.2,1,Sompal Kami,Karan KC,1,0,1
1349,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,18.3,6,Sompal Kami,Sumit Maharjan,6,0,6
1350,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,18.4,1lb,Sompal Kami,Sumit Maharjan,0,1,1
1351,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,18.5,4,Sompal Kami,Karan KC,4,0,4
1352,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,18.6,1w,Sompal Kami,Karan KC,0,1,1
1353,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,18.6,W,Sompal Kami,Karan KC,0,0,0
1354,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,19.1,1w,Nandan Yadav,Sumit Maharjan,0,1,1
1355,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,19.1,4,Nandan Yadav,Sumit Maharjan,4,0,4
1356,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,19.2,1W,Nandan Yadav,Sumit Maharjan,1,0,1
1357,2024-12-04,6,2,Kathmandu Gurkhas,Karnali Yaks,Kathmandu Gurkhas,field,0,Kathmandu Gurkhas,0,3,Sumit Maharjan,19.3,4,Nandan Yadav,Sumit Maharjan,4,0,4
1358,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,0.1,6,Pratish GC,Aashutosh Ghiraiya,6,0,6
1359,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,0.2,1lb,Pratish GC,Aashutosh Ghiraiya,0,1,1
1360,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,0.3,0,Pratish GC,Arjun Saud,0,0,0
1361,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,0.4,0,Pratish GC,Arjun Saud,0,0,0
1362,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,0.5,0,Pratish GC,Arjun Saud,0,0,0
1363,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,0.6,1,Pratish GC,Arjun Saud,1,0,1
1364,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,1.1,1,Chris Sole,Arjun Saud,1,0,1
1365,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,1.2,0,Chris Sole,Aashutosh Ghiraiya,0,0,0
1366,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,1.3,0,Chris Sole,Aashutosh Ghiraiya,0,0,0
1367,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,1.4,0,Chris Sole,Aashutosh Ghiraiya,0,0,0
1368,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,1.5,0,Chris Sole,Aashutosh Ghiraiya,0,0,0
1369,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,1.6,1,Chris Sole,Aashutosh Ghiraiya,1,0,1
1370,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,2.1,4,Anil Kharel,Aashutosh Ghiraiya,4,0,4
1371,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,2.2,0,Anil Kharel,Aashutosh Ghiraiya,0,0,0
1372,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,2.3,0,Anil Kharel,Aashutosh Ghiraiya,0,0,0
1373,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,2.4,4,Anil Kharel,Aashutosh Ghiraiya,4,0,4
1374,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,2.5,0,Anil Kharel,Aashutosh Ghiraiya,0,0,0
1375,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,2.6,0,Anil Kharel,Aashutosh Ghiraiya,0,0,0
1376,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,3.1,5w,Chris Sole,Arjun Saud,0,5,5
1377,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,3.1,W,Chris Sole,Arjun Saud,0,0,0
1378,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,3.2,0,Chris Sole,Arjun Saud,0,0,0
1379,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,3.3,0,Chris Sole,Arjun Saud,0,0,0
1380,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,3.4,0,Chris Sole,Arjun Saud,0,0,0
1381,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,3.5,2,Chris Sole,Arjun Saud,2,0,2
1382,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,3.6,0,Chris Sole,Arjun Saud,0,0,0
1383,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,4.1,0,Pratish GC,Rohit Paudel,0,0,0
1384,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,4.2,2b,Pratish GC,Rohit Paudel,0,2,2
1385,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,4.3,0,Pratish GC,Rohit Paudel,0,0,0
1386,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,4.4,4,Pratish GC,Rohit Paudel,4,0,4
1387,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,4.5,4lb,Pratish GC,Rohit Paudel,0,4,4
1388,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,4.6,1,Pratish GC,Rohit Paudel,1,0,1
1389,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,5.1,6,Chris Sole,Rohit Paudel,6,0,6
1390,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,5.2,1,Chris Sole,Rohit Paudel,1,0,1
1391,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,5.3,0,Chris Sole,Arjun Saud,0,0,0
1392,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,5.4,5w,Chris Sole,Arjun Saud,0,5,5
1393,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,5.4,0,Chris Sole,Arjun Saud,0,0,0
1394,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,5.5,4,Chris Sole,Arjun Saud,4,0,4
1395,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,5.6,4,Chris Sole,Arjun Saud,4,0,4
1396,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,6.1,1,Sandeep Lamichhane,Rohit Paudel,1,0,1
1397,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,6.2,1,Sandeep Lamichhane,Arjun Saud,1,0,1
1398,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,6.3,0,Sandeep Lamichhane,Rohit Paudel,0,0,0
1399,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,6.4,1,Sandeep Lamichhane,Rohit Paudel,1,0,1
1400,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,6.5,4,Sandeep Lamichhane,Arjun Saud,4,0,4
1401,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,6.6,0,Sandeep Lamichhane,Arjun Saud,0,0,0
1402,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,7.1,1,Ismat Alam,Rohit Paudel,1,0,1
1403,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,7.2,W,Ismat Alam,Arjun Saud,0,0,0
1404,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,7.3,1,Ismat Alam,Tom Moores,1,0,1
1405,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,7.4,1,Ismat Alam,Rohit Paudel,1,0,1
1406,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,7.5,1w,Ismat Alam,Tom Moores,0,1,1
1407,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,7.5,4lb,Ismat Alam,Tom Moores,0,4,4
1408,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,7.6,0,Ismat Alam,Tom Moores,0,0,0
1409,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,8.1,0,Sandeep Lamichhane,Rohit Paudel,0,0,0
1410,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,8.2,1,Sandeep Lamichhane,Rohit Paudel,1,0,1
1411,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,8.3,4,Sandeep Lamichhane,Tom Moores,4,0,4
1412,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,8.4,1,Sandeep Lamichhane,Tom Moores,1,0,1
1413,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,8.5,1,Sandeep Lamichhane,Rohit Paudel,1,0,1
1414,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,8.6,2,Sandeep Lamichhane,Tom Moores,2,0,2
1415,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,9.1,4,Ismat Alam,Rohit Paudel,4,0,4
1416,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,9.2,4,Ismat Alam,Rohit Paudel,4,0,4
1417,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,9.3,2,Ismat Alam,Rohit Paudel,2,0,2
1418,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,9.4,4,Ismat Alam,Rohit Paudel,4,0,4
1419,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,9.5,2,Ismat Alam,Rohit Paudel,2,0,2
1420,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,9.6,1,Ismat Alam,Rohit Paudel,1,0,1
1421,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,10.1,1,Sandeep Lamichhane,Rohit Paudel,1,0,1
1422,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,10.2,1,Sandeep Lamichhane,Tom Moores,1,0,1
1423,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,10.3,1,Sandeep Lamichhane,Rohit Paudel,1,0,1
1424,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,10.4,0,Sandeep Lamichhane,Tom Moores,0,0,0
1425,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,10.5,0,Sandeep Lamichhane,Tom Moores,0,0,0
1426,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,10.6,0,Sandeep Lamichhane,Tom Moores,0,0,0
1427,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,11.1,1,Anil Kharel,Rohit Paudel,1,0,1
1428,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,11.2,6,Anil Kharel,Tom Moores,6,0,6
1429,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,11.3,6,Anil Kharel,Tom Moores,6,0,6
1430,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,11.4,6,Anil Kharel,Tom Moores,6,0,6
1431,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,11.5,1,Anil Kharel,Tom Moores,1,0,1
1432,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,11.6,1,Anil Kharel,Rohit Paudel,1,0,1
1433,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.1,1w,Rajesh Pulami,Rohit Paudel,0,1,1
1434,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.1,1w,Rajesh Pulami,Rohit Paudel,0,1,1
1435,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.1,1,Rajesh Pulami,Rohit Paudel,1,0,1
1436,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.2,0,Rajesh Pulami,Tom Moores,0,0,0
1437,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.3,1,Rajesh Pulami,Tom Moores,1,0,1
1438,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.4,6,Rajesh Pulami,Rohit Paudel,6,0,6
1439,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.5,W,Rajesh Pulami,Rohit Paudel,0,0,0
1440,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,12.6,1,Rajesh Pulami,Sundeep Jora,1,0,1
1441,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,13.1,1,Pratish GC,Sundeep Jora,1,0,1
1442,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,13.2,1,Pratish GC,Tom Moores,1,0,1
1443,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,13.3,2b,Pratish GC,Sundeep Jora,0,2,2
1444,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,13.4,1W,Pratish GC,Sundeep Jora,1,0,1
1445,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,13.5,1,Pratish GC,Sundeep Jora,1,0,1
1446,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,13.6,0,Pratish GC,Saad Bin Zafar,0,0,0
1447,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,14.1,1,Rajesh Pulami,Sundeep Jora,1,0,1
1448,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,14.2,6,Rajesh Pulami,Saad Bin Zafar,6,0,6
1449,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,14.3,1,Rajesh Pulami,Saad Bin Zafar,1,0,1
1450,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,14.4,0,Rajesh Pulami,Sundeep Jora,0,0,0
1451,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,14.5,1,Rajesh Pulami,Sundeep Jora,1,0,1
1452,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,14.6,2,Rajesh Pulami,Saad Bin Zafar,2,0,2
1453,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,15.1,2,Basir Ahamad,Sundeep Jora,2,0,2
1454,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,15.2,2,Basir Ahamad,Sundeep Jora,2,0,2
1455,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,15.3,0,Basir Ahamad,Sundeep Jora,0,0,0
1456,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,15.4,1,Basir Ahamad,Sundeep Jora,1,0,1
1457,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,15.5,0,Basir Ahamad,Saad Bin Zafar,0,0,0
1458,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,15.6,0,Basir Ahamad,Saad Bin Zafar,0,0,0
1459,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,16.1,1,Chris Sole,Sundeep Jora,1,0,1
1460,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,16.2,2W,Chris Sole,Saad Bin Zafar,2,0,2
1461,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,16.3,0,Chris Sole,Ben Cutting,0,0,0
1462,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,16.4,1w,Chris Sole,Ben Cutting,0,1,1
1463,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,16.4,1,Chris Sole,Ben Cutting,1,0,1
1464,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,16.5,1lb,Chris Sole,Saad Bin Zafar,0,1,1
1465,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,16.6,0,Chris Sole,Ben Cutting,0,0,0
1466,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,17.1,1,Basir Ahamad,Saad Bin Zafar,1,0,1
1467,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,17.2,0,Basir Ahamad,Ben Cutting,0,0,0
1468,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,17.3,1,Basir Ahamad,Ben Cutting,1,0,1
1469,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,17.4,2,Basir Ahamad,Saad Bin Zafar,2,0,2
1470,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,17.5,1,Basir Ahamad,Saad Bin Zafar,1,0,1
1471,2024-12-04,7,1,Lumbini Lions,Biratnagar Kings,Biratnagar Kings,field,0,Biratnagar Kings,0,2,Lokesh Bam,17.6,4,Basir Ahamad,Ben Cutting,4,0,4
