,date,match_id,inning,batting_team,bowling_team,toss_winner,toss_decision,super_over,winner,win_by_runs,win_by_wickets,player_of_the_match,ball_over,ball_result,bowler,batsman,batsman_runs,extra_runs,total_runs
0,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.1,0,Kishore Mahato,Lokesh Bam,0,0,0
1,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.2,4,Kishore Mahato,Lokesh Bam,4,0,4
2,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.3,0,Kishore Mahato,Lokesh Bam,0,0,0
3,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.4,1w,Kishore Mahato,Lokesh Bam,0,1,1
4,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.4,0,Kishore Mahato,Lokesh Bam,0,0,0
5,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.5,1,Kishore Mahato,Lokesh Bam,1,0,1
6,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.6,0,Kishore Mahato,Martin Guptill,0,0,0
7,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.1,W,Lalit Rajbanshi,Lokesh Bam,0,0,0
8,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.2,0,Lalit Rajbanshi,Aqib Ilyas,0,0,0
9,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.3,0,Lalit Rajbanshi,Aqib Ilyas,0,0,0
10,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.4,1,Lalit Rajbanshi,Aqib Ilyas,1,0,1
11,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.5,0,Lalit Rajbanshi,Martin Guptill,0,0,0
12,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.6,0,Lalit Rajbanshi,Martin Guptill,0,0,0
13,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,2.1,1,Kishore Mahato,Aqib Ilyas,1,0,1
14,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,2.2,1,Kishore Mahato,Martin Guptill,1,0,1
15,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,2.3,1,Kishore Mahato,Aqib Ilyas,1,0,1
16,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,2.4,0,Kishore Mahato,Martin Guptill,0,0,0
17,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,2.5,0,Kishore Mahato,Martin Guptill,0,0,0
18,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,2.6,1,Kishore Mahato,Martin Guptill,1,0,1
19,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,3.1,0,Lalit Rajbanshi,Martin Guptill,0,0,0
20,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,3.2,1,Lalit Rajbanshi,Martin Guptill,1,0,1
21,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,3.3,1,Lalit Rajbanshi,Aqib Ilyas,1,0,1
22,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,3.4,1,Lalit Rajbanshi,Martin Guptill,1,0,1
23,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,3.5,1,Lalit Rajbanshi,Aqib Ilyas,1,0,1
24,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,3.6,4,Lalit Rajbanshi,Martin Guptill,4,0,4
25,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,4.1,2,Ben Mike,Aqib Ilyas,2,0,2
26,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,4.2,0,Ben Mike,Aqib Ilyas,0,0,0
27,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,4.3,1,Ben Mike,Aqib Ilyas,1,0,1
28,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,4.4,0,Ben Mike,Martin Guptill,0,0,0
29,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,4.5,1,Ben Mike,Martin Guptill,1,0,1
30,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,4.6,4,Ben Mike,Aqib Ilyas,4,0,4
31,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,5.1,0,Lalit Rajbanshi,Martin Guptill,0,0,0
32,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,5.2,4,Lalit Rajbanshi,Martin Guptill,4,0,4
33,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,5.3,4,Lalit Rajbanshi,Martin Guptill,4,0,4
34,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,5.4,0,Lalit Rajbanshi,Martin Guptill,0,0,0
35,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,5.5,2,Lalit Rajbanshi,Martin Guptill,2,0,2
36,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,5.6,1,Lalit Rajbanshi,Martin Guptill,1,0,1
37,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,6.1,4,Mohammad Mohsin,Martin Guptill,4,0,4
38,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,6.2,1,Mohammad Mohsin,Martin Guptill,1,0,1
39,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,6.3,1lb,Mohammad Mohsin,Aqib Ilyas,0,1,1
40,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,6.4,1,Mohammad Mohsin,Martin Guptill,1,0,1
41,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,6.5,0,Mohammad Mohsin,Aqib Ilyas,0,0,0
42,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,6.6,1,Mohammad Mohsin,Aqib Ilyas,1,0,1
43,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,7.1,1,Tul Bahadur Thapa,Aqib Ilyas,1,0,1
44,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,7.2,0,Tul Bahadur Thapa,Martin Guptill,0,0,0
45,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,7.3,1,Tul Bahadur Thapa,Martin Guptill,1,0,1
46,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,7.4,1,Tul Bahadur Thapa,Aqib Ilyas,1,0,1
47,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,7.5,0,Tul Bahadur Thapa,Martin Guptill,0,0,0
48,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,7.6,4,Tul Bahadur Thapa,Martin Guptill,4,0,4
49,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,8.1,0,Mohammad Mohsin,Aqib Ilyas,0,0,0
50,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,8.2,W,Mohammad Mohsin,Aqib Ilyas,0,0,0
51,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,8.3,1,Mohammad Mohsin,Nicholas Kirton,1,0,1
52,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,8.4,1,Mohammad Mohsin,Martin Guptill,1,0,1
53,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,8.5,0,Mohammad Mohsin,Nicholas Kirton,0,0,0
54,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,8.6,0,Mohammad Mohsin,Nicholas Kirton,0,0,0
55,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,9.1,0,Harsh Thaker,Martin Guptill,0,0,0
56,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,9.2,0,Harsh Thaker,Martin Guptill,0,0,0
57,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,9.3,4,Harsh Thaker,Martin Guptill,4,0,4
58,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,9.4,4,Harsh Thaker,Martin Guptill,4,0,4
59,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,9.5,1,Harsh Thaker,Martin Guptill,1,0,1
60,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,9.6,1,Harsh Thaker,Nicholas Kirton,1,0,1
61,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,10.1,0,Mohammad Mohsin,Nicholas Kirton,0,0,0
62,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,10.2,0,Mohammad Mohsin,Nicholas Kirton,0,0,0
63,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,10.3,4,Mohammad Mohsin,Nicholas Kirton,4,0,4
64,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,10.4,0,Mohammad Mohsin,Nicholas Kirton,0,0,0
65,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,10.5,1,Mohammad Mohsin,Nicholas Kirton,1,0,1
66,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,10.6,2,Mohammad Mohsin,Martin Guptill,2,0,2
67,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,11.1,1,Harsh Thaker,Nicholas Kirton,1,0,1
68,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,11.2,1,Harsh Thaker,Martin Guptill,1,0,1
69,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,11.3,0,Harsh Thaker,Nicholas Kirton,0,0,0
70,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,11.4,1,Harsh Thaker,Nicholas Kirton,1,0,1
71,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,11.5,1,Harsh Thaker,Martin Guptill,1,0,1
72,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,11.6,W,Harsh Thaker,Nicholas Kirton,0,0,0
73,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,12.1,6,Ben Mike,Martin Guptill,6,0,6
74,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,12.2,1,Ben Mike,Martin Guptill,1,0,1
75,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,12.3,1lb,Ben Mike,Basir Ahamad,0,1,1
76,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,12.4,1lb,Ben Mike,Martin Guptill,0,1,1
77,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,12.5,1,Ben Mike,Basir Ahamad,1,0,1
78,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,12.6,5w,Ben Mike,Martin Guptill,0,5,5
79,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,12.6,0,Ben Mike,Martin Guptill,0,0,0
80,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,13.1,1,Harsh Thaker,Basir Ahamad,1,0,1
81,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,13.2,1,Harsh Thaker,Martin Guptill,1,0,1
82,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,13.3,1,Harsh Thaker,Basir Ahamad,1,0,1
83,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,13.4,2,Harsh Thaker,Martin Guptill,2,0,2
84,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,13.5,0,Harsh Thaker,Martin Guptill,0,0,0
85,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,13.6,W,Harsh Thaker,Martin Guptill,0,0,0
86,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,14.1,0,Mohammad Mohsin,Basir Ahamad,0,0,0
87,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,14.2,2,Mohammad Mohsin,Basir Ahamad,2,0,2
88,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,14.3,1,Mohammad Mohsin,Basir Ahamad,1,0,1
89,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,14.4,0,Mohammad Mohsin,Rajesh Pulami,0,0,0
90,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,14.5,0,Mohammad Mohsin,Rajesh Pulami,0,0,0
91,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,14.6,1,Mohammad Mohsin,Rajesh Pulami,1,0,1
92,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,15.1,0,Harsh Thaker,Rajesh Pulami,0,0,0
93,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,15.2,0,Harsh Thaker,Rajesh Pulami,0,0,0
94,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,15.3,W,Harsh Thaker,Rajesh Pulami,0,0,0
95,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,15.4,1,Harsh Thaker,Pratish GC,1,0,1
96,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,15.5,1,Harsh Thaker,Basir Ahamad,1,0,1
97,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,15.6,1,Harsh Thaker,Pratish GC,1,0,1
98,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,16.1,W,Lalit Rajbanshi,Pratish GC,0,0,0
99,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,16.2,1,Lalit Rajbanshi,Sandeep Lamichhane,1,0,1
100,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,16.3,W,Lalit Rajbanshi,Basir Ahamad,0,0,0
101,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,16.4,1,Lalit Rajbanshi,Chris Sole,1,0,1
102,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,16.5,0,Lalit Rajbanshi,Sandeep Lamichhane,0,0,0
103,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,16.6,6,Lalit Rajbanshi,Sandeep Lamichhane,6,0,6
104,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.1,0,Kishore Mahato,Chris Sole,0,0,0
105,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.2,1,Kishore Mahato,Chris Sole,1,0,1
106,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.3,W,Kishore Mahato,Sandeep Lamichhane,0,0,0
107,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.4,W,Kishore Mahato,Jitendra Mukhiya,0,0,0
108,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.5,1nb,Kishore Mahato,Anil Kharel,0,1,1
109,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.5,1w,Kishore Mahato,Anil Kharel,0,1,1
110,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.5,4,Kishore Mahato,Anil Kharel,4,0,4
111,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,17.6,1,Kishore Mahato,Anil Kharel,1,0,1
112,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.1,0,Ben Mike,Anil Kharel,0,0,0
113,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.2,1w,Ben Mike,Anil Kharel,0,1,1
114,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.2,1w,Ben Mike,Anil Kharel,0,1,1
115,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.2,1,Ben Mike,Anil Kharel,1,0,1
116,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.3,2w,Ben Mike,Chris Sole,0,2,2
117,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.3,0,Ben Mike,Anil Kharel,0,0,0
118,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.4,1,Ben Mike,Anil Kharel,1,0,1
119,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.5,2,Ben Mike,Chris Sole,2,0,2
120,2024-11-30,1,1,Biratnagar Kings,Janakpur Bolts,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,18.6,W,Ben Mike,Chris Sole,0,0,0
121,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.1,5w,Chris Sole,Anil Sah,0,5,5
122,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.1,1w,Chris Sole,Anil Sah,0,1,1
123,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.1,5,Chris Sole,Anil Sah,5,0,5
124,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.2,0,Chris Sole,Aasif Sheikh,0,0,0
125,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.3,0,Chris Sole,Aasif Sheikh,0,0,0
126,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.4,W,Chris Sole,Aasif Sheikh,0,0,0
127,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.5,1w,Chris Sole,Lahiru Milantha,0,1,1
128,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.5,1,Chris Sole,Lahiru Milantha,1,0,1
129,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,0.6,0,Chris Sole,Anil Sah,0,0,0
130,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.1,0,Pratish GC,Lahiru Milantha,0,0,0
131,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.2,0,Pratish GC,Lahiru Milantha,0,0,0
132,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.3,0,Pratish GC,Lahiru Milantha,0,0,0
133,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.4,1,Pratish GC,Lahiru Milantha,1,0,1
134,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.5,0,Pratish GC,Anil Sah,0,0,0
135,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.6,1w,Pratish GC,Anil Sah,0,1,1
136,2024-11-30,1,2,Janakpur Bolts,Biratnagar Kings,Janakpur Bolts,field,0,Janakpur Bolts,0,8,Lahiru Milantha,1.6,W,Pratish GC,Anil Sah,0,0,0
